TAZ,Pop,Income,Area_SqMi,x-meters,y-meters,EmpDens,PopDens,TotEmp,Military,CVM_IN,CVM_RE,CVM_SV,CVM_TH,CVM_WH,CVM_GO,CVM_LU_Type,SqrtArea,CVM_LU_Low,CVM_LU_Res,CVM_LU_Ret,CVM_LU_Ind,CVM_LU_Emp,Emp_LU_Lo,Emp_LU_Re,Emp_LU_RC,Emp_LU_In,Emp_LU_EN
837,632,68339.66165,0.17,270111.1,-535313,0,3638.580721,0,0,0,0,0,0,0,0,5,0.41676624,0,0,0,0,1,0,0,0,0,0
838,263,78675,0.19,272195,-535139.5,0,1370.191723,0,0,0,0,0,0,0,0,5,0.438114074,0,0,0,0,1,0,0,0,0,0
839,256,66205.58824,0.17,257161.4,-535791,149.767562,1474.634457,26,0,0,0,0,0,0,26,2,0.416656147,0,1,0,0,0,0,26,0,0,0
840,1402,57783.56481,0.29,271710.1,-535563.3,284.8138958,4888.474436,81.68378236,0,5.445585491,0,56.6340891,0,0,19.60410777,2,0.53553435,0,1,0,0,0,0,81.68378236,0,0,0
841,279,53770.03676,0.04,247722,-536176.5,5281.288635,6489.361426,227.0607896,0,11.98028808,43.56468392,118.7137637,4.356468392,0,48.44558549,5,0.207348606,0,0,0,0,1,0,0,0,0,227.0607896
842,605,43870.0565,0.11,259535.6,-535812.6,3193.808591,5528.182209,349.5279506,0,66.43614298,10.89117098,95.76366672,0,169.9022673,6.534702589,4,0.330816005,0,0,0,1,0,0,0,0,349.5279506,0
843,441,79776.2931,0.09,248824.8,-536189.5,98.43827135,4982.393278,8.712936784,0,0,0,1.089117098,0,3.267351294,4.356468392,2,0.297509126,0,1,0,0,0,0,8.712936784,0,0,0
844,374,36794.87179,0.1,259859,-536027.1,108.18878,3715.174776,10.89117098,0,0,0,0,0,3.267351294,7.623819687,2,0.317282542,0,1,0,0,0,0,10.89117098,0,0,0
845,1823,65230.60797,0.25,262867.1,-535676.7,512.9846348,7346.351804,127.2973326,0,0,10.89117098,88.0891171,0,0,28.31704455,2,0.498146947,0,1,0,0,0,0,127.2973326,0,0,0
846,37,52133.33333,0.06,267626.1,-535265.1,77.57299354,658.8365856,4.356468392,0,0,0,0,0,0,4.356468392,2,0.236980171,0,1,0,0,0,0,4.356468392,0,0,0
847,1155,52047.03833,0.07,261044.3,-535734.1,319.0718085,16918.65547,21.78234196,0,0,0,1.089117098,0,20.69322486,0,2,0.261281144,0,1,0,0,0,0,21.78234196,0,0,0
848,636,80437.13873,0.56,264395.4,-535718,295.5476666,1135.446005,165.5457989,0,57.72320621,18.51499067,11.98028808,0,72.97084557,4.356468392,2,0.748419879,0,1,0,0,0,0,165.5457989,0,0,0
849,785,63736.57609,0.09,247599.5,-536317,6087.921129,8807.05717,542.6350702,0,17.42587357,47.92115231,438.0798288,0,0,39.20821553,5,0.298551612,0,0,0,0,1,0,0,0,0,542.6350702
850,194,52500,0.12,260428.3,-535780.5,619.7012243,1602.9605,75,0,0,0,75,0,0,0,2,0.347888005,0,1,0,0,0,0,75,0,0,0
851,923,65019.73315,0.1,270945.6,-535389,1471.055963,9574.728855,141.8092015,0,72.97084557,9.802053883,4.580447138,0,0,54.4558549,2,0.310482844,0,1,0,0,0,0,141.8092015,0,0,0
852,739,53070.18868,0.13,267406.8,-535509.6,32.29898896,5478.968442,4.356468393,0,4.356468393,0,0,0,0,0,2,0.367259315,0,1,0,0,0,0,4.356468393,0,0,0
853,207,78964.28571,0.07,272558.2,-535337.8,1977.262803,2974.001166,137.6238197,0,0,0,135.4455855,0,0,2.178234196,5,0.263824185,0,0,0,0,1,0,0,0,0,137.6238197
854,247,47934.94624,0.07,248684.3,-536305.5,3856.877857,3770.251121,252.6751668,0,0,9.802053883,157.9219792,0,59.9014404,25.04969326,4,0.255954835,0,0,0,1,0,0,0,0,252.6751668,0
855,443,36055.17857,0.03,248485,-536441.7,472.2881821,14485.10651,14.44405428,0,0,0,14.44405428,0,0,0,2,0.174880351,0,1,0,0,0,0,14.44405428,0,0,0
856,529,58847.89474,0.54,252204.3,-536287.9,0,979.0571506,0,0,0,0,0,0,0,0,5,0.735061733,0,0,0,0,1,0,0,0,0,0
857,3508,77541.96682,0.37,265570.2,-535862.3,133.1474159,9530.27071,49.01026941,0,4.356468392,5.44558549,16.33675647,0,0,22.87145906,2,0.606704441,0,1,0,0,0,0,49.01026941,0,0,0
858,2,52500,0.68,255699.8,-536791.5,0,2.96226629,0,0,0,0,0,0,0,0,1,0.821680442,1,0,0,0,0,0,0,0,0,0
859,1636,45072.44367,0.12,248181.4,-536494.6,845.7080131,13804.31926,100.2279275,0,0,2.178234196,76.26735129,0,1.089117098,20.69322486,2,0.344258088,0,1,0,0,0,0,100.2279275,0,0,0
860,3,52500,0.59,254163,-536404.8,0,5.099192248,0,0,0,0,0,0,0,0,1,0.767025733,1,0,0,0,0,0,0,0,0,0
861,383,65835.2381,0.27,275017.2,-535362,607.3553786,1443.129699,161.1893305,0,157.9219792,0,0,0,0,3.267351294,2,0.515165421,0,1,0,0,0,0,161.1893305,0,0,0
862,862,74653.75,0.19,266428.5,-535984.6,256.3036182,4610.359063,47.92115231,0,0,2.178234196,32.67351294,0,0,13.06940518,2,0.43240057,0,1,0,0,0,0,47.92115231,0,0,0
863,175,54590.16393,0.16,272064.8,-535640.8,34.54034573,1109.992766,5.445585491,0,1.089117099,0,0,0,0,4.356468392,2,0.397062571,0,1,0,0,0,0,5.445585491,0,0,0
864,1492,76497.53289,0.24,273284.5,-535606.9,222.3915147,6347.039814,52.27762071,0,19.60410777,0,4.356468392,0,0,28.31704455,2,0.484840399,0,1,0,0,0,0,52.27762071,0,0,0
865,475,65774.06015,0.09,271403.1,-535912.6,653.914938,5189.649599,59.85174714,0,3.267351295,0,3.267351294,0,28.31704455,25,2,0.302536506,0,1,0,0,0,0,59.85174714,0,0,0
866,2149,51110.61151,0.12,261298.8,-535947.2,2236.778644,17606.63947,273.012764,0,14.15852228,0,97.66491123,0,0,161.1893305,2,0.349365465,0,1,0,0,0,0,273.012764,0,0,0
867,840,54390.75342,0.13,260923.6,-536094.1,55.21256583,6641.960909,6.982660081,0,1.089117099,0,5.893542982,0,0,0,2,0.355624346,0,1,0,0,0,0,6.982660081,0,0,0
868,0,64678,0.11,258891.7,-536354.9,3397.219071,0,361.5868766,0,234.1601761,17.42587357,4.356468392,0,76.23819687,29.40616165,4,0.326245517,0,0,0,1,0,0,0,0,361.5868766,0
869,553,57321.65072,0.13,270535.4,-535566.6,0,4386.972354,0,0,0,0,0,0,0,0,5,0.355042315,0,0,0,0,1,0,0,0,0,0
870,41,7500,0.04,270995.7,-535630.7,0,1146.597366,0,0,0,0,0,0,0,0,5,0.189097792,0,0,0,0,1,0,0,0,0,0
871,166,56891.89189,0.38,263139.6,-536125.9,8125.137789,437.4743836,3083.089944,0,0,49.01026941,3034.079675,0,0,0,5,0.61599577,0,0,0,0,1,0,0,0,0,3083.089944
872,0,64678,0.04,247848.4,-537245.8,0,0,0,0,0,0,0,0,0,0,1,0.202836878,1,0,0,0,0,0,0,0,0,0
873,1040,73989.65054,0.21,249961.5,-536645.4,202.0259283,4965.525102,42.31314135,0,1.089117099,14.15852228,11.81786259,3.267351294,1.089117098,10.89117098,2,0.457650645,0,1,0,0,0,0,42.31314135,0,0,0
874,666,74848.41667,0.12,257997.3,-536013.5,84.68736594,5754.078318,9.802053883,0,0,0,1.089117098,0,0,8.712936785,2,0.340211688,0,1,0,0,0,0,9.802053883,0,0,0
875,594,71050.21277,0.14,269590.2,-535758.6,153.2818527,4399.962843,20.69322487,0,1.089117099,1.089117098,5.44558549,13.06940518,0,0,2,0.367425013,0,1,0,0,0,0,20.69322487,0,0,0
876,692,67480.74713,0.13,268910.2,-535909.4,194.0579137,5137.497631,26.13881036,0,5.44558549,0,19.60410777,0,0,1.089117098,2,0.367009436,0,1,0,0,0,0,26.13881036,0,0,0
877,1897,52344.83307,0.29,267389.5,-536194.4,114.8841228,6535.679869,33.34544918,0,13.06940518,0,11.56310722,0,5.44558549,3.267351294,2,0.538751236,0,1,0,0,0,0,33.34544918,0,0,0
878,359,68359.14634,0.07,270156.3,-535719.6,174.3975873,4790.480746,13.06940518,0,2.178234196,0,0,0,0,10.89117098,2,0.273752236,0,1,0,0,0,0,13.06940518,0,0,0
879,1642,56981.65138,0.11,268234.5,-535932.3,260.7835966,15121.86997,28.31704455,0,0,16.33675647,11.98028808,0,0,0,2,0.329521554,0,1,0,0,0,0,28.31704455,0,0,0
880,1162,61463.875,0.08,247761.5,-536741.6,113.756841,15171.17047,8.712936784,0,0,0,0,0,0,8.712936784,2,0.276753754,0,1,0,0,0,0,8.712936784,0,0,0
881,71,25595.2381,0.23,259645.8,-536365,5801.323382,308.7271038,1334.168445,0,709.0152308,62.0796746,89.30760204,0,375.7453989,98.02053883,4,0.479558723,0,0,0,1,0,0,0,0,1334.168445,0
882,987,53169.16476,0.17,249039,-536756.5,972.9655851,5917.711481,162.2784476,0,8.712936786,94.75318753,52.27762071,0,3.267351294,3.267351294,2,0.408396191,0,1,0,0,0,0,162.2784476,0,0,0
883,702,69079.93197,0.18,253037,-536717,94.34859257,3800.825922,17.42587357,0,1.089117098,0,16.33675648,0,0,0,2,0.429763538,0,1,0,0,0,0,17.42587357,0,0,0
884,993,77393.69919,0.25,250659.5,-536827.6,198.472387,3933.842189,50.09938651,0,0,21.78234196,17.42587357,0,6.534702588,4.356468392,2,0.502419119,0,1,0,0,0,0,50.09938651,0,0,0
885,899,76771.03321,0.25,276097.5,-535843.3,116.2322516,3526.571013,29.63014039,0,10.89117098,5.44558549,1.313095844,4.356468392,0,7.623819687,2,0.504897859,0,1,0,0,0,0,29.63014039,0,0,0
886,1091,92623.71795,0.21,276890.5,-535778.8,20.42354468,5114.713395,4.356468393,0,3.267351295,0,1.089117098,0,0,0,2,0.461850825,0,1,0,0,0,0,4.356468393,0,0,0
887,305,56948.56322,0.35,257053.3,-536713.7,91.36766002,882.3070875,31.58439585,0,0,7.623819687,21.78234196,0,0,2.178234196,2,0.587949514,0,1,0,0,0,0,31.58439585,0,0,0
888,200,59473.68421,0.02,271055.9,-535817.4,47.46736257,8716.668328,1.089117098,0,0,0,1.089117098,0,0,0,2,0.151474573,0,1,0,0,0,0,1.089117098,0,0,0
889,531,49680.65068,0.3,266627.7,-536646.3,1135.296684,1789.264265,336.9220247,0,184.0607896,0,152.8612351,0,0,0,4,0.544766027,0,0,0,1,0,0,0,0,336.9220247,0
890,651,75141.45408,0.27,258133.6,-536643.2,7929.588747,2432.431479,2122.2231,0,1534.565991,50.09938651,49.01026942,7.623819687,159.0110963,321.9125368,4,0.517333005,0,0,0,1,0,0,0,0,2122.2231,0
891,1359,74307.1875,0.18,273540.1,-536184.7,146.003696,7590.973734,26.13881035,0,18.51499067,0,1.089117098,0,0,6.534702588,2,0.423117496,0,1,0,0,0,0,26.13881035,0,0,0
892,294,70579.09836,0.11,265086,-536815.9,2586.798348,2781.715537,273.3991683,0,182.9716725,0,56.66486574,0,14.15852228,19.60410777,4,0.325100253,0,0,0,1,0,0,0,0,273.3991683,0
893,1023,74910.21053,0.29,250240.9,-537220.5,308.0214014,3485.811174,90.39671913,0,0,0,8.712936784,15.24763937,2.178234196,64.25790878,2,0.541733744,0,1,0,0,0,0,90.39671913,0,0,0
894,1493,52090.27778,0.23,263932.4,-536506.3,643.4521614,6435.48626,149.2776207,0,1.089117099,0,112.2476394,0,34.85174714,1.089117098,2,0.48165849,0,1,0,0,0,0,149.2776207,0,0,0
895,984,58824.59397,0.11,248592.6,-537020.2,1147.164497,9172.078784,123.0702321,0,102.3770072,0,0,0,0,20.69322486,2,0.327539484,0,1,0,0,0,0,123.0702321,0,0,0
896,290,78613.61386,0.16,272806.2,-536134.5,19.89855599,1766.134314,3.267351294,0,0,0,0,1.089117098,0,2.178234196,2,0.405216513,0,1,0,0,0,0,3.267351294,0,0,0
897,756,49883.41969,0.19,260531.4,-536574.8,85.39953537,3999.24622,16.14355436,0,0,0,5.252383376,0,0,10.89117098,2,0.434782271,0,1,0,0,0,0,16.14355436,0,0,0
898,326,78720.93023,0.15,261988.2,-536689.2,5763.026832,2211.241273,849.634443,0,236.3384103,64.25790879,152.5995003,1.089117098,64.25790879,331.0915978,4,0.3839642,0,0,0,1,0,0,0,0,849.634443,0
899,668,51166.66667,0.04,261347.3,-536407.8,878.8860277,18588.162,31.58439584,0,0,31.58439584,0,0,0,0,2,0.189570173,0,1,0,0,0,0,31.58439584,0,0,0
900,833,77992.31579,0.12,248149.7,-537212.9,861.1235695,6976.087329,102.8249647,0,2.178234196,0,91.93379373,0,0,8.712936784,2,0.345554495,0,1,0,0,0,0,102.8249647,0,0,0
901,43,53635.9375,0.03,270539.7,-536114.1,38.94806537,1537.728874,1.089117099,0,1.089117099,0,0,0,0,0,2,0.167222358,0,1,0,0,0,0,1.089117099,0,0,0
902,12,131250,0.03,270878.6,-536041.4,41.113565,452.993329,1.089117098,0,0,0,1.089117098,0,0,0,2,0.16275889,0,1,0,0,0,0,1.089117098,0,0,0
903,391,72541.43646,0.12,270229.4,-536376.8,2879.433658,3369.965107,334.0861179,0,0,117.6246466,164.9661926,10.89117098,0,40.60410777,3,0.340624339,0,0,1,0,0,0,0,334.0861179,0,0
904,927,71751.42119,0.56,251212.6,-537216.4,107.7537739,1665.342926,59.98028808,0,2.178234196,0,49.0891171,0,0,8.712936784,2,0.746084519,0,1,0,0,0,0,59.98028808,0,0,0
905,736,73601.78571,0.13,269578,-536222.1,225.6086358,5479.755,30.30207663,0,0,7.623819687,12.87620306,3.267351294,0,6.534702588,2,0.366486799,0,1,0,0,0,0,30.30207663,0,0,0
906,1483,66577.24359,0.27,269243.3,-536689.9,102.0098444,5510.750261,27.4519062,0,5.445585491,1.089117098,4.580447138,1.089117098,0,15.24763937,2,0.518758482,0,1,0,0,0,0,27.4519062,0,0,0
907,20,37500,0.24,259422.8,-536913.6,9057.702235,83.75181257,2162.986557,0,1359.218138,10.89117098,44.65380102,42.47556683,326.7351294,379.0127501,4,0.488672489,0,0,0,1,0,0,0,0,2162.986557,0
908,856,66638.86926,0.2,268224.2,-536327.5,736.5885106,4239.349151,148.7303222,0,20.69322486,7.623819687,117.1459264,0,3.267351294,0,2,0.449352631,0,1,0,0,0,0,148.7303222,0,0,0
909,198,70069.41176,0.11,270805.9,-536401.6,0,1835.694595,0,0,0,0,0,0,0,0,5,0.328422105,0,0,0,0,1,0,0,0,0,0
910,202,82232.45614,0.35,278090.3,-536232.4,24.91241381,575.5343696,8.743713416,0,2.178234196,0,6.56547922,0,0,0,2,0.592434106,0,1,0,0,0,0,8.743713416,0,0,0
911,1909,58874.00794,0.15,264314.5,-536743.8,453.4998878,12820.85082,67.52526008,0,11.98028808,31.58439584,10.89117098,0,0,13.06940518,2,0.385873133,0,1,0,0,0,0,67.52526008,0,0,0
912,771,76742.39766,0.07,274633,-536097.7,123.4187498,10921.21502,8.712936785,0,0,0,6.534702589,0,0,2.178234196,2,0.265700095,0,1,0,0,0,0,8.712936785,0,0,0
913,727,68074.20213,0.08,274273.8,-536301.7,350.2859326,9352.818845,27.22792745,0,15.24763937,7.623819687,2.178234196,0,0,2.178234196,2,0.278802038,0,1,0,0,0,0,27.22792745,0,0,0
914,425,54099.37888,0.1,272286.4,-536484.7,67.0833146,4362.923686,6.534702589,0,6.534702589,0,0,0,0,0,2,0.312108543,0,1,0,0,0,0,6.534702589,0,0,0
915,1107,59608.54093,0.1,264750.3,-536796.5,2738.809621,11374.63904,266.5457989,0,71.88172848,0,16.33675647,0,69.70349428,108.6238197,2,0.311964372,0,1,0,0,0,0,266.5457989,0,0,0
916,11,52500,0.12,253441.8,-537012.8,36.69799763,92.66174744,4.356468392,0,0,0,4.356468392,0,0,0,1,0.344545117,1,0,0,0,0,4.356468392,0,0,0,0
917,0,64678,0.09,271491,-536437.4,2714.920998,0,251,0,0,0,224,0,0,27,5,0.30405928,0,0,0,0,1,0,0,0,0,251
918,740,52344.49761,0.06,261215.9,-536668.2,418.0308421,11834.61753,26.13881035,0,8.712936785,4.356468392,5.44558549,0,0,7.623819687,2,0.250056844,0,1,0,0,0,0,26.13881035,0,0,0
919,179,70722.26027,0.03,270560,-536474.5,2934.51529,6212.179794,84.5561871,0,2.178234196,6.534702589,74.75413322,0,0,1.089117098,2,0.169747938,0,1,0,0,0,0,84.5561871,0,0,0
920,1122,73663.77672,0.38,252739.9,-537483.9,25.56216142,2925.993416,9.802053882,0,2.178234196,2.178234196,0,0,1.089117098,4.356468392,2,0.619241075,0,1,0,0,0,0,9.802053882,0,0,0
921,1205,70444.31034,0.1,274959,-536363.7,102.7854042,12635.76119,9.802053883,0,0,0,1.089117098,0,0,8.712936785,2,0.308811041,0,1,0,0,0,0,9.802053883,0,0,0
922,724,69665.27778,0.14,265582.2,-536622.3,16.06956174,5341.189998,2.178234196,0,2.178234196,0,0,0,0,0,2,0.368171587,0,1,0,0,0,0,2.178234196,0,0,0
923,0,64678,0.11,261811.4,-536940.1,7472.977719,0,818.142118,0,227.6254735,69.70349428,74.05996268,63.16879169,5.44558549,378.1388104,4,0.330877725,0,0,0,1,0,0,0,0,818.142118,0
924,457,38896.39037,0.09,271179.1,-536562.4,109.1770756,5090.149896,9.802053883,0,0,0,2.178234196,0,0,7.623819687,2,0.299635188,0,1,0,0,0,0,9.802053883,0,0,0
925,0,64678,0.2,258654.7,-537137.9,7414.280256,0,1476.842785,0,884.3630836,41.38644973,190.5954922,0,211.2887171,149.2090424,4,0.446305906,0,0,0,1,0,0,0,0,1476.842785,0
926,2023,44262.56078,0.17,276092.1,-536249.9,64.45360527,11972.04999,10.89117098,0,0,0,4.356468392,0,0,6.534702589,2,0.41106801,0,1,0,0,0,0,10.89117098,0,0,0
927,0,64678,0.45,256709.2,-537521.3,0,0,0,0,0,0,0,0,0,0,1,0.669786573,1,0,0,0,0,0,0,0,0,0
928,17,67532.14286,0.12,254216.4,-537184.5,0,144.6084631,0,0,0,0,0,0,0,0,1,0.342868514,1,0,0,0,0,0,0,0,0,0
929,693,62413.90533,0.09,273995.1,-536507.9,231.0594783,7320.074081,21.87467186,0,0,0,21.87467186,0,0,0,2,0.30768681,0,1,0,0,0,0,21.87467186,0,0,0
930,535,55549.24242,0.1,261032,-537010.4,1145.806199,5419.123074,113.1190984,0,0,3.267351294,101.1388104,0,1.089117098,7.623819686,2,0.314204488,0,1,0,0,0,0,113.1190984,0,0,0
931,0,64678,0.17,258205.2,-537196,6619.023185,0,1126.147079,0,803.7684184,0,0,0,302.7745532,19.60410777,4,0.412477826,0,0,0,1,0,0,0,0,1126.147079,0
932,297,80323.48485,0.07,272937.9,-536570.1,973.7186347,4089.69628,70.71293679,0,0,0,70.71293679,0,0,0,2,0.269483821,0,1,0,0,0,0,70.71293679,0,0,0
933,609,73528.22967,0.25,276921,-536612.1,419.4974262,2476.517954,103.1585223,0,2.178234196,0,89,0,0,11.98028808,2,0.495892918,0,1,0,0,0,0,103.1585223,0,0,0
934,690,38906.25,0.13,262594.1,-537075.2,7021.487284,5302.023734,913.7692454,0,265.744572,112.1790611,43.56468392,0,437.8250735,54.45585491,4,0.360747817,0,0,0,1,0,0,0,0,913.7692454,0
935,1307,78347.75281,0.15,275261.8,-536651.1,641.9572696,8487.843419,98.85174714,0,11.98028808,18.51499067,65.0891171,0,0,3.267351294,2,0.39240914,0,1,0,0,0,0,98.85174714,0,0,0
936,4,52500,0.14,259490.2,-537428.8,8960.585261,29.40977522,1218.722033,0,410.597146,33.76263004,20.69322486,3.267351294,379.0127501,371.3889305,4,0.368794252,0,0,0,1,0,0,0,0,1218.722033,0
937,194,52500,0.21,260050.8,-537477.6,46.0084956,910.5895819,9.802053883,0,0,8.712936785,1.089117098,0,0,0,2,0.461572075,0,1,0,0,0,0,9.802053883,0,0,0
938,695,68250,0.11,254318.6,-537530.3,1569.147355,6297.62553,173.1696186,0,1.089117098,0,1.089117098,0,2.178234196,168.8131503,2,0.332203333,0,1,0,0,0,0,173.1696186,0,0,0
939,0,64678,0.02,251298.1,-537711.5,193.3454676,0,4.356468392,0,0,0,4.356468392,0,0,0,1,0.150106772,1,0,0,0,0,4.356468392,0,0,0,0
940,120,52981.81818,0.15,265825.8,-536898.9,1326.770709,797.8048941,199.5631843,0,70.79261137,22.87145906,24.21533153,49.01026941,7.623819687,25.04969326,4,0.387830781,0,0,0,1,0,0,0,0,199.5631843,0
941,1118,59147.96798,0.13,267230.9,-536990.8,281.5640414,8748.91823,35.98028808,0,0,0,4.356468392,0,0,31.62381969,2,0.357473393,0,1,0,0,0,0,35.98028808,0,0,0
942,849,73118.27957,0.14,268166.4,-536845.4,23.69738233,6157.610795,3.267351294,0,2.178234196,0,1.089117098,0,0,0,2,0.371319475,0,1,0,0,0,0,3.267351294,0,0,0
943,2014,78196.22266,0.21,273453.3,-536908.3,203.1607593,9550.153341,42.84389523,0,3.267351295,2.178234196,15.30919264,0,0,22.0891171,2,0.459223983,0,1,0,0,0,0,42.84389523,0,0,0
944,0,64678,0.27,248784.3,-538273.1,1676.911372,0,455.250947,0,0,16.33675647,208.0213657,203.6648974,0,27.22792745,4,0.521039171,0,0,0,1,0,0,0,0,455.250947,0
945,725,86139.81763,0.11,270249,-537209.8,1086.257163,6847.531506,115.0102694,0,0,7.623819687,96.49527874,0,0,10.89117098,2,0.325388338,0,1,0,0,0,0,115.0102694,0,0,0
946,1440,55061.9898,0.43,252005.3,-537778.1,157.8305438,3364.258683,67.55603671,0,3.267351295,0,45.77369475,0,0,18.51499067,2,0.654239189,0,1,0,0,0,0,67.55603671,0,0,0
947,864,67752.97619,0.21,268975.6,-537171.6,69.62462078,4118.423694,14.60647977,0,3.267351295,0,10.25001137,0,0,1.089117098,2,0.458027295,0,1,0,0,0,0,14.60647977,0,0,0
948,2648,53529.94533,0.2,276265.8,-536653.5,800.2044482,12970.39215,163.3675647,0,0,99.10965593,51.18850361,0,0,13.06940518,2,0.451837672,0,1,0,0,0,0,163.3675647,0,0,0
949,1352,44697.86392,0.13,274416.5,-536831,625.3236514,10767.84917,78.51499067,0,0,0,76.33675647,0,0,2.178234196,2,0.354343005,0,1,0,0,0,0,78.51499067,0,0,0
950,796,34989.08297,0.26,263359.5,-537275.1,8770.527449,3030.200036,2303.920456,0,579.4102962,150.2981595,594.7400875,502.0829822,19.60410777,457.7848227,4,0.51253188,0,0,0,1,0,0,0,0,2303.920456,0
951,0,64678,0.37,255419.7,-538547.7,1089.214588,0,401.2673513,0,0,0,3.267351294,0,0,398,5,0.606960164,0,0,0,0,1,0,0,0,0,401.2673513
952,1827,71365,0.16,272207.3,-536973,46.26506828,11087.12997,7.623819686,0,0,0,5.44558549,0,0,2.178234196,2,0.405937997,0,1,0,0,0,0,7.623819686,0,0,0
953,8,55833.33333,0.06,261505.3,-537261.3,5840.685042,129.0994636,361.9339618,0,90.39671915,55.544972,148.4670106,30.49527875,15.24763937,21.78234196,4,0.248933173,0,0,0,1,0,0,0,0,361.9339618,0
954,821,68965.78283,0.19,270563.2,-537690.8,84.08633509,4225.739744,16.33675647,0,0,0,3.267351294,7.623819687,0,5.44558549,2,0.4407783,0,1,0,0,0,0,16.33675647,0,0,0
955,299,72472.66667,0.11,270038.1,-537075.7,152.0902609,2609.62458,17.42587357,0,16.33675647,0,1.089117098,0,0,0,2,0.338490572,0,1,0,0,0,0,17.42587357,0,0,0
956,506,73551.85185,0.11,257304.3,-537344.6,90.79090392,4672.123385,9.832830514,0,2.178234196,0,7.654596318,0,0,0,2,0.329092592,0,1,0,0,0,0,9.832830514,0,0,0
957,0,64678,0.09,257649.9,-537590.8,12254.33987,0,1118.52326,0,847.3331024,149.2090424,0,21.78234196,98.02053883,2.178234196,4,0.30211866,0,0,0,1,0,0,0,0,1118.52326,0
958,387,53365.38462,0.08,260843.6,-537358.1,50.249708,4936.587349,3.939287532,0,0,0,3.939287532,0,0,0,2,0.279989709,0,1,0,0,0,0,3.939287532,0,0,0
959,0,64678,0.07,271309.6,-536942.6,7640.55209,0,499.4875672,0,67.52526009,170.9913844,192.3565455,1.089117098,2.178234196,65.34702589,3,0.255681892,0,0,1,0,0,0,0,499.4875672,0,0
960,1786,44640.47619,0.14,270669.7,-537094.4,1243.081806,12364.66174,179.5555877,0,0,44.65380102,134.9017867,0,0,0,2,0.380057763,0,1,0,0,0,0,179.5555877,0,0,0
961,0,64678,0.46,249535.7,-538227.1,0,0,0,0,0,0,0,0,0,0,1,0.67489489,1,0,0,0,0,0,0,0,0,0
962,463,47639.60843,0.09,268019.8,-537241.9,221.6030984,4958.252532,20.69322486,0,4.356468392,6.534702589,0,0,1.089117098,8.712936785,2,0.305580878,0,1,0,0,0,0,20.69322486,0,0,0
963,3949,35278.89447,0.18,264198.9,-537333.1,2701.0719,21757.78431,490.2398507,0,4.356468392,170.9913844,300.7334756,0,0,14.15852227,2,0.426026126,0,1,0,0,0,0,490.2398507,0,0,0
964,8,52500,0.08,266639.4,-537166.5,5443.458654,102.7876029,423.6665511,0,124.1593492,10.89117098,19.60410777,0,0,269.0119232,4,0.278980999,0,0,0,1,0,0,0,0,423.6665511,0
965,0,64678,0.12,261993.1,-537391.8,4382.903377,0,506.4394506,0,190.5954922,35.94086424,28.31704455,66.43614298,9.802053883,175.3478528,4,0.339924773,0,0,0,1,0,0,0,0,506.4394506,0
966,664,78163.00505,0.42,278086.6,-536871.6,7.854232698,1596.158491,3.267351294,0,0,0,3.267351294,0,0,0,2,0.644979681,0,1,0,0,0,0,3.267351294,0,0,0
967,1676,41065.62074,0.13,275558.5,-537071.4,838.0604981,12643.71323,111.089944,0,4.356468392,52.27762071,18.51499067,0,0,35.94086423,2,0.364082403,0,1,0,0,0,0,111.089944,0,0,0
968,0,64678,0.08,262592.3,-537581,5029.19733,0,377.923633,0,318.0221926,9.802053883,9.802053883,0,39.20821553,1.089117098,4,0.274127552,0,0,0,1,0,0,0,0,377.923633,0
969,0,64678,0.2,253984.2,-537894,5780.183734,0,1134.394974,0,0,10.89117098,163.9916397,0,770.0057884,189.5063751,4,0.443007751,0,0,0,1,0,0,0,0,1134.394974,0
970,1,52500,0.2,255073.6,-537891.2,14010.62639,5.116378359,2738.38747,0,937.7298214,80.59466526,270.4481256,217.8234196,93.66407043,1138.127368,4,0.442098125,0,0,0,1,0,0,0,0,2738.38747,0
971,645,76859.09091,0.23,277346,-537209.1,28.800588,2842.727578,6.534702588,0,1.089117098,0,2.178234196,3.267351294,0,0,2,0.476334717,0,1,0,0,0,0,6.534702588,0,0,0
972,1747,49375.12788,0.12,274656.6,-537139,195.0269556,14219.69527,23.96057616,0,0,21.78234196,2.178234196,0,0,0,2,0.350510722,0,1,0,0,0,0,23.96057616,0,0,0
973,0,64678,0.15,266363.8,-537349.4,5759.726915,0,882.7928249,0,106.7334756,23.96057616,47.43387587,0,77.32731396,627.3375833,4,0.391497011,0,0,0,1,0,0,0,0,882.7928249,0
974,8,25500,0.06,261423.8,-537528.4,10179.39882,135.9435891,599.0366383,0,221.0907709,9.802053883,128.5380519,0,34.85174714,204.7540145,4,0.242585941,0,0,0,1,0,0,0,0,599.0366383,0
975,926,83103.6,0.14,272919.3,-537279.2,622.3504292,6688.79273,86.15852228,0,2.178234198,2.178234196,79.62381969,0,0,2.178234196,2,0.372075971,0,1,0,0,0,0,86.15852228,0,0,0
976,638,55198.8342,0.07,265765.8,-537311,0,9640.604454,0,0,0,0,0,0,0,0,5,0.257251673,0,0,0,0,1,0,0,0,0,0
977,0,64678,0.06,262239.2,-537696.6,14911.71699,0,938.8189386,0,0,478.1224061,410.597146,0,0,50.09938651,3,0.250915271,0,0,1,0,0,0,0,938.8189386,0,0
